0,0,286,622.836,118.91822481177871
0,1,286,671.804,122.48458896149394
0,2,286,677.488,115.15300380176431
0,3,286,679.284,117.01262861122726
0,4,286,661.036,106.99164981558383
0,5,286,620.612,111.59435494733681
0,6,286,597.15,100.68281660302435
0,7,329,590.942,91.23915718378372
0,8,327,574.032,88.66391348857906
0,9,368,559.018,90.98451538630164
0,10,316,498.508,92.59616642211563
0,11,276,503.584,90.68511743968855
0,12,132,453.408,80.34186434439195
0,13,179,438.576,89.10512707663175
0,14,186,439.182,83.14500019914739
0,15,269,444.562,96.45087713130859
0,16,222,441.89,102.50688378077297
0,17,225,438.452,91.62360758523907
0,18,275,441.96,77.00005465474472
0,19,318,449.392,74.54908092615135
0,20,319,465.388,71.22513246733895
0,21,271,433.796,76.12034549314654
0,22,226,432.804,83.10498457326031
0,23,229,406.08,64.07552532669379
0,24,279,417.106,88.20984478750016
0,25,229,399.804,73.18290140542547
0,26,225,357.552,69.21708825581462
0,27,269,385.376,80.92265180498174
0,28,269,411.21,71.43343314402219
0,29,271,441.572,71.65823484598612
0,30,271,459.356,101.21795994204615
0,31,272,457.462,95.28426280071092
0,32,228,511.14,112.16581806184526
0,33,320,547.678,105.42859523576494
0,34,320,479.592,81.5953991001247
0,35,324,489.866,70.13385458619992
0,36,362,478.086,60.968885622324265
0,37,409,542.234,94.14225817106318
0,38,459,579.182,83.92627786475731
0,39,368,546.108,84.33830823814864
0,40,371,542.11,74.89467487511561
0,41,416,561.51,77.03681744779534
0,42,369,561.59,69.33441007783696
0,43,376,549.67,85.83449318567044
0,44,421,562.694,66.3931054621324
0,45,417,531.06,66.84145390339603
0,46,421,548.942,82.92178653021595
0,47,420,535.088,62.8797900122444
0,48,371,510.852,66.59600702973562
0,49,325,489.838,82.70104401615941
0,50,371,473.766,74.52074830445343
0,51,324,456.166,70.81406433339944
0,52,370,493.982,80.21852466481042
0,53,369,548.13,79.12971707423527
0,54,423,531.562,61.37168013216281
0,55,421,515.366,52.730950591664865
0,56,422,548.65,74.6959333895083
0,57,327,515.866,81.29692752404422
0,58,370,547.428,81.3262856983581
0,59,323,526.158,83.6002813996473
0,60,368,511.132,56.36677214462447
0,61,365,514.744,75.05972547763243
0,62,420,556.618,73.0992138544064
0,63,421,551.278,94.357147363181
0,64,422,559.734,67.55236404283397
0,65,425,546.69,68.00699819582681
0,66,332,458.178,49.950339225850804
0,67,382,509.886,55.70643965321858
0,68,431,598.232,53.65941521935704
0,69,525,672.206,82.40106452510034
0,70,521,656.964,73.9132534941073
0,71,515,645.318,71.32227288314937
0,72,514,631.902,52.116183563058264
0,73,473,648.356,47.537784402428585
0,74,523,621.214,56.265298111207784
0,75,567,661.858,62.4869512310236
0,76,518,655.68,77.42166252190232
0,77,529,686.438,67.49302759209364
0,78,429,669.088,64.99773586314105
0,79,429,666.582,65.35850935793292
0,80,429,684.698,64.12302488686328
0,81,429,669.118,102.63885006704892
0,82,472,641.958,115.46804742417665
0,83,525,691.278,80.72718546404248
0,84,467,667.442,74.39262841387328
0,85,424,605.964,64.21649492490911
0,86,424,576.036,72.19306324544984
0,87,424,573.41,91.44341253141616
0,88,423,559.694,70.35971391844478
0,89,425,554.248,57.96134514538216
0,90,423,531.538,59.892526959305506
0,91,422,532.18,58.4201457277687
0,92,425,543.968,76.81630337975052
0,93,469,604.934,95.1289265646295
0,94,419,563.072,103.52616166117905
0,95,368,466.022,65.24860363680673
0,96,468,609.056,69.75276166231026
0,97,560,725.85,77.45402346878441
0,98,522,740.4,93.21518191947362
0,99,565,664.062,57.36210402309115
1,0,271,618.33,123.27077702739567
1,1,271,663.878,138.6111005308765
1,2,271,691.844,120.59237415944176
1,3,271,680.28,131.1385077558567
1,4,271,644.81,114.13344288845018
1,5,271,610.828,104.29406944713442
1,6,233,564.39,111.69975636115892
1,7,230,552.224,101.87479950187434
1,8,235,555.096,125.90252449951383
1,9,233,484.546,93.79073134682953
1,10,230,481.288,121.91306183215389
1,11,231,479.72,96.8700222071039
1,12,281,460.976,77.62000485898344
1,13,232,460.716,96.55591869414195
1,14,278,434.424,74.85336516518889
1,15,268,430.544,80.964625641143
1,16,228,419.87,82.4775739240722
1,17,274,408.916,87.30733121661858
1,18,273,399.712,68.31045082110613
1,19,228,419.07,87.40065703242392
1,20,187,414.42,100.86664344330603
1,21,187,375.182,73.78377169765619
1,22,232,395.38,84.12517870045068
1,23,230,416.884,81.42669806836473
1,24,230,371.788,73.47227645046546
1,25,230,358.634,70.69880257381126
1,26,230,383.478,59.860304276340884
1,27,230,372.056,82.29944873767407
1,28,274,350.868,56.89210841584275
1,29,227,357.192,84.35350712524445
1,30,183,331.708,66.18028707095179
1,31,229,344.008,67.42952927937195
1,32,185,351.05,65.98857844331805
1,33,229,374.716,77.65459301053141
1,34,231,376.934,79.54778024989362
1,35,268,391.13,80.28147563828979
1,36,270,428.278,80.81075096137812
1,37,313,407.366,72.99260156870376
1,38,268,402.358,62.12236483284297
1,39,316,438.852,75.24070989065484
1,40,228,392.668,68.07903705674119
1,41,226,373.684,61.67352260720606
1,42,223,354.008,73.19731983660692
1,43,222,331.272,64.07271370312458
1,44,179,314.394,66.30492780255328
1,45,225,319.724,82.75893853726998
1,46,227,348.982,60.078453017983634
1,47,226,334.154,62.969839489796506
1,48,224,375.298,66.38894622119507
1,49,228,383.7,91.097483516319
1,50,226,355.338,72.66402050362683
1,51,273,369.842,57.99347828028687
1,52,272,403.712,69.472396559839
